ORNEK_NO,old_id,new_id,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,PLANDAKI_MESCERE_TIPI,AKTUEL_MES_TIP,BONITET,BOLME_NO,EGIM,BAKI,RAKIM,PAFTA_NO,UTM_X,UTM_Y,IL_ADI,ILCE_ADI,DILIM_NO,ONCEKI_ARAZI,MEVCUT_ARAZI,STATU_VE_TESCIL,STATUSU,TKGM_2021_,TAPUCINSAC,PARSEL_TUR,ARAZI_KUL,ISLETME_DURUMU,ORMAN_FORMU,MULKIYET,KATLILIK_DURUMU,GELISIM_CAGI,KORUMA_AMACLI_ONLEM,KORUMA_AMACLI_ONLEM_SEKLI,İŞLETME_AMAÇLARI,ADAYA_ANIT_AGACI,ADAY_ANIT_AGACI_TURU,ADAY_ANIT_AGACI_BOY,ADAY_ANIT_AGACI_CAP,ADAY_ANIT_AGACI_UTMX,ADAY_ANIT_AGACI_UTMY,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON,H4__HORIZON,ANKAYA,ANKAYA_NOT,HEDEF_TURU,HEDEF_TURU_ACIKLAMA,DOGALLIK,ORMAN_ZARARLILARI,YAPRAK_KAYIP_ORANI,ENVANTER_EKIBI,ROPERDEN_ORNEK_ALANA_GIDIS,DIGER_GOZLEM,BAG_1,BAG_2,ENVANTER_TARIHI,YIL,BLOK
177486,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,İSTANBUL,VİZE,KÖMÜRKÖY,27.991605,41.627553,Mab3,Mab3,3,263,16,Güney Batı,153,E19-c2,582600,4608900,Kırklareli,Vize,35,Orman,Orman,Statüsüz,,Orman,Yene Suyu Devlet Ormanı,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,4,,23,24,5,10,,70,13,23,,24,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,Orman yolundan 50 metre yürüyerek noktaya varıldı.,,13-08-2019,2019,4
177496,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Üst Yamaç,İSTANBUL,VİZE,KÖMÜRKÖY,27.991191,41.600535,Ma3,Ma3,3,377,17,Kuzey Batı,173,E19-c3,582600,4605900,Kırklareli,Vize,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,20,,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,2,,60,60,20,25,,80,25,35,,35,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,Orman yolundan patika boyunca batı yönünde 650 metre gidilerek noktaya varıldı.,,16-09-2020,2020,5
177506,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,LALADERE,27.990778,41.573517,Ma3,Ma3,3,15,12,Kuzey Batı,140,E19-c3,582600,4602900,Kırklareli,Vize,35,Bilinmiyor,Orman,Statüsüz,,Orman Degil, , ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,1,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,1,,60,60,,,30,80,,13,43,56,Numune Alınmadı,Ulaşılamadı,,Bilinmiyor,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,YOK,YOK,YOK,,18-07-2021,2021,1
177516,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Taban,İSTANBUL,TEKİRDAĞ,LALADERE,27.990366,41.546499,Ma3,Ma3,3,61,60,Dere İçi,237,E19-c3,582600,4599900,Tekirdağ,Saray,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,60,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Saf Yapraklı,3,,2,110,110+,5,15,30,,0,11-50,5110,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın bırakıldığı yerden 150 derece açıyla 192 metre uzaklıktadır.",Nokta dere içine düşmüştür.,"Nokta, profil çukuruna 53 derece açıyla ve 3,8 metre uzaklıktadır.",,24-08-2022,2022,2
177536,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Boşluklu Kapalı,Taban,İSTANBUL,TEKİRDAĞ,SARAY,27.989542,41.492462,Z,Z,0,170,0,Kuzey,227,F19-b2,582600,4593900,Tekirdağ,Saray,35,Orman,Orman,Statüsüz,,Orman Degil, ,2,MERA/ÇAYIR,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,NA,2,,Tarım arazisi ,2,,,,,,Yok,,,,,,Yok,,Yok,Yok,,,,,,,,,,,,,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,,Nokta tarla ile orman arasına çakıldı yüzde 50 orman yüzde 50 ziraat . Profil açılmadı,,,20-07-2019,2019,4
177546,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,SARAY,27.989131,41.465444,Ma3,Ma3,3,246,4,Kuzey Batı,233,F19-b2,582600,4590900,Tekirdağ,Saray,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,1,,60,60,,,30,80,3,13,43,56,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,Tarla kenarından 100 metre orman içerisine girilerek noktaya varıldı.,,14-07-2020,2020,5
177556,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Taban,İSTANBUL,TEKİRDAĞ,SARAY,27.988721,41.438425,Mab2,Mab2,3,368,5,Kuzey Batı,186,F19-b2,582600,4587900,Tekirdağ,Saray,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Saf Yapraklı,2,,1,110,110,2,3,5,,10,25,75,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Hayvan,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 200 derce 295 m,arazide kesim yapılmış bir miktar kesim artıgı gözlendı ,"profılden noktaya 215 derece 4,70m",,202-2022,2021,1
177576,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Tepe,İSTANBUL,TEKİRDAĞ,ÇERKEZKÖY ,27.987902,41.384388,Ma3,Ma3,3,12,2,Düzlük,192,F19-b2,582600,4581900,Tekirdağ,Saray,35,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,1,,1,110,110+,2,2,2,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 250° açı ile 168 m mesafededir.",Yok,"Nokta, toprak profilinden 341° açı ile 30 m mesafededir.",,23-08-2023,2023,3
177586,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Orta Kapalı,Taban,İSTANBUL,TEKİRDAĞ,ÇERKEZKÖY,27.987493,41.357369,BM,BM,0,89,3,Güney,210,F19-b3,582600,4578900,Tekirdağ,Çerkezköy,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,NA,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Yok,Yok,,,,110,110,,,,,30,40,41,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,sosyal baskıya ve otlatmaya açık bir alan,Yoldan 50 metre güneye yürüyerek noktaya varıldı.,,09-07-2019,2019,4
177636,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,ÇERKEZKÖY,27.985458,41.222272,Çfbc3,Çfbc3,3,176,16,Batı,177,F19-c2,582600,4563900,Tekirdağ,Çorlu,35,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Yok,,,,,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,10",,110,110,,,,,50,60,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Hayvan,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,,,,,13-07-2019,2019,4
177646,,,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Taban,İSTANBUL,TEKİRDAĞ,ÇERKEZKÖY,27.985052,41.195253,Mb3,Mb3,3,193,9,Kuzey,122,F19-c2,582600,4560900,Tekirdağ,Çorlu,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,110+,170,,,,,40,50,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Saf Karaağaç meşceresi.,Tarla kenarından kuzeye 300 metre gidilerek özel ağaçlandırma sahasından geçilerek noktaya varıldı.,,13-07-2020,2020,5
180537,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,İSTANBUL,DEMİRKÖY,İĞNEADA,28.032805,41.951436,Mab2,Mab2,3,96,6,Güney,40,E20-a1,585600,4644900,Kırklareli,Demirköy,35,Orman,Orman,Statüsüz,,Orman,Devlet Ormanı, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,1,,90,90,,,,,10,20,21,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,Orman yolundan 125 metre kuzey yönüne gidilerek noktaya varıldı.,,26-08-2019,2019,4
180547,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,DEMİRKÖY,İĞNEADA,28.03237,41.92442,Mab2,Mab2,3,117,6,Güney Batı,35,E20-a1,585600,4641900,Kırklareli,Demirköy,35,Orman,Orman,Statüsüz,,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,1,,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,"0,30",,110+,120,,1,2,,45,55,65,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,,,26-08-2020,2020,5
180557,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,DEMİRKÖY,İĞNEADA,28.031934,41.897404,Mab3,Mab3,2,123,5,Kuzey Batı,77,E20-a1,585600,4638900,Kırklareli,Demirköy,35,Orman,Orman,Statülü,Milli Park,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,İki Katlı,B,Koruma Amaçlı Önlem Var,longoz ormanlrı bekçısı,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Orta,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı Karışık,2,,1,110,110,5,7,10,,10,40,60,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Hayvan,Az Hasta,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 90 derece 45m,"arazıdekı meşe, gürgen ve kayın türlerı azman yapmış",profılden noktaya 5 derece 6m,iskandan noktaya 30 derede 150 m,182-2021,2021,1
180561,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,İSTANBUL,VİZE,HAMİDİYE,28.029767,41.762322,BMDy-T,BMDy-T,0,12,65,Doğu,11,E20-a4,585600,4623900,Kırklareli,Vize,35,Bilinmiyor,Çalı/Maki,Statüsüz,,Orman,Devlet Ormanı,1,ORMAN,İşletilmeyen ,Maki,Devlet Ormanı,Tek Katlı,NA,Koruma Amaçlı Önlem Yok,,Doğayı Koruma,Hayır,,,,,,Az,Heterojen,,Yok,70,Örtülü,Yabanlaşmış,,Çürüntülü Yaprak,Yapraklı Karışık,0.5,,0.5,110,110,,5,20,80,,10,10,90,Numune Alındı,,,Bilinmiyor,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,araçtan noktaya 77 derece 99 metre ,noktanın alt yamacında dere var,"profilden noktaya 312 derece 4,54 metre ",,09-01-2022,2021,1
180571,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,İSTANBUL,VİZE,HAMİDİYE,28.029335,41.735305,Mab3,Mab3,3,49,30,Kuzey,38,E20-d1,585600,4620900,Kırklareli,Vize,35,Bilinmiyor,Orman,Statüsüz,,Orman,Devlet Ormanı,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Çok,Heterojen,,Dere Vejetasyonu,10,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,110,110+,10,20,60,,0-20,21-50,5110,,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 10 derece açıyla 63 metre uzaklıktadır.",-,"Nokta, profil çukuruna 95 derece açıyla ve 9 metre uzaklıktadır.",,22-08-2022,2022,2
180581,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,VİZE,KIYIKÖY,28.028904,41.708288,Ma,Ma,3,113,20,Kuzey Batı,101,E20-d1,585600,4617900,Kırklareli,Vize,35,Bilinmiyor,Orman,Statüsüz,,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Orta,Homojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,110,110,5,4,4,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinatlardan 215° açı ile 170 m mesafededir.",Yok,"Nokta, toprak profilinden 221° açı ile 6,4 m mesafededir.",,21-08-2023,2023,3
180591,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,VİZE,MİDYE,28.028474,41.681271,Mab3,Mab3,3,147,11,Kuzey Batı,116,E20-d1,585600,4614900,Kırklareli,Vize,35,Orman,Orman,Statüsüz,,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,İçme Suyu Koruma,2,,,,,,Az,Heterojen,,Yok,,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,,,100,100,,,,,20,30,31,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,,orman yolundan 300 metre kuzeybatı yönüne gidilerek noktaya varıldı.,,15-09-2019,2019,4
180611,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,VİZE,KIYIKÖY,28.027614,41.627236,Ma3,Ma3,3,258,7,Güney,72,E20-d1,585600,4608900,Kırklareli,Vize,35,Orman,Orman,Statülü,Diğer,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,İçme Suyu Koruma,Hayır,,,,,,Orta,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Yapraklı Karışık,1,1,1,110,110,,3,5,,,10,100,,Numune Alınmadı,Ulaşılamadı,,Bilinmiyor,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,ARAÇTAN NOKTAYA 311 DERECE 325 METRE ,"TÜYLÜ MEŞE, AKÇAAĞAÇ VE YABANİ MEYVE TÜRLERİ GÖZLENDİ. YOĞUN DİRİ ÖRTÜ MEVCUT.","PROFİLDEN NOKTAYA 350 DERECE 8,28 METRE ",,212-2021,2021,1
180621,,,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Üst Yamaç,İSTANBUL,VİZE,ÇAKILLI,28.027186,41.600219,Mab3,Mab3,3,385,15,Kuzey,185,E20-d4,585600,4605900,Kırklareli,Vize,35,Ziraat,Orman,Statüsüz,,Orman Degil, ,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Orta,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,2,,1,110,90,,10,25,50,0-5,,6-60,6010,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 135 derece açıyla 74 metre uzaklıktadır.",Kesim artıkları mevcuttur.,"Nokta, profil çukuruna 168 derece açıyla ve 8 metre uzaklıktadır.",,23-08-2022,2022,2
180631,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,İSTANBUL,TEKİRDAĞ,BAHÇEKÖY,28.026757,41.573201,Mab3,Mab3,3,64,8,Doğu,193,E20-d4,585600,4602900,Kırklareli,Vize,35,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN, ,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,110,110+,5,4,4,,30,30,50,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Uygun,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, alınan koordinat değerlerinden 270° açı ile 25 m mesafededir.",Yok,"Nokta, toprak profilinden 154° açı ile 7,47 m mesafededir.",,22-08-2023,2023,3
180641,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,BAHÇEKÖY,28.02633,41.546184,Ma3,Ma3,3,103,10,Doğu,195,E20-d4,585600,4599900,Tekirdağ,Saray,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,,,,100,100,,,,,38,48,49,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Başarılı bir koruya tahvil alanı.,yoldan enerji nakil hattından 100 metre yürüyerek noktaya varıldı.,,20-07-2019,2019,4
180651,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,SARAY,28.025903,41.519166,KnMab3,KnMab3,3,114,24,Doğu,293,E20-d4,585600,4596900,Tekirdağ,Saray,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,2,,,,,,Orta,Heterojen,,Yok,2,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,1,,95,95,25,30,50,,15,25,25,,Numune Alınmadı,Ulaşılamadı,,Hedef Tür Yok,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,,Rüzgar santrallerine yakın grift kapalı bir alan.,Rüzgar tribünün altından 150 metre kuzeye gidilerek noktaya varıldı.,,20-07-2020,2020,5
180661,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,İSTANBUL,TEKİRDAĞ,LALADERE,28.025476,41.492148,Mb3,Mb3,3,176,15,Güney,245,F20-a1,585600,4593900,Tekirdağ,Saray,35,Orman,Orman,Statüsüz,,Orman,ORMAN,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Orta,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı Karışık,2,,1,110,110,5,7,10,,10,30,70,,Numune Alınmadı,Ulaşılamadı,,Bilinmiyor,Doğala Yakın,Yok,Sağlıklı,ERGİN ÇAĞATAY ÇANKAYA,Araçdan noktaya Kuzey e dogru 50 mt. 6 derece,-,"Profilden noktaya Batı ya 3,1 mt. 155 derece",,212-2021,2021,1
180671,,,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,İSTANBUL,TEKİRDAĞ,SARAY,28.02505,41.46513,Mab2,Mab2,3,278,10,Düzlük,285,F20-a1,585600,4590900,Tekirdağ,Saray,35,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Hayır,,,,,,Yok,,,Yok,2,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,110,110+,15,30,45,,0-5,6-60,6110,,Numune Alındı,,,Hedef Tür Yok,Doğala Uygun,Yok,Yok,ERGİN ÇAĞATAY ÇANKAYA,"Nokta, aracın kaldığı yerden 230 derece açıyla 18 metre uzaklıktadır.",-,"Nokta, profil çukurundan 145 derece açıyla ve 14 metre uzaklıktadır.",,24-08-2022,2022,2
